PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Xu, Dehua; Wan, Long; Liu, Aihua; Yang, Dar-Li				Xu, Dehua/J-8863-2015	Xu, Dehua/0000-0002-9704-9868			Single machine total completion time scheduling problem with workload-dependent maintenance duration								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				52				101	106		10.1016/j.omega.2014.11.002					APR 2015	2015										24	0	0	0	0	24			0305-0483			WOS:000349586800009		
J	Liu, Wenbin; Zhou, Zhongbao; Liu, Debin; Xiao, Helu								Estimation of portfolio efficiency via DEA								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				52				107	118		10.1016/j.omega.2014.11.006					APR 2015	2015										13	2	0	1	0	15			0305-0483			WOS:000349586800010		
J	Lahyani, Rahma; Coelho, Leandro C.; Khemakhem, Mahdi; Laporte, Gilbert; Semet, Frederic				Coelho, Leandro/N-1577-2019; Coelho, Leandro/M-3656-2015; Coelho, Leandro/I-4959-2012; Khemakhem/M-2458-2019	Coelho, Leandro/0000-0002-9797-1019; Coelho, Leandro/0000-0002-9797-1019; Coelho, Leandro/0000-0002-9797-1019; Khemakhem/0000-0001-5603-1947			A multi-compartment vehicle routing problem arising in the collection of olive oil in Tunisia								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				1	10		10.1016/j.omega.2014.08.007					MAR 2015	2015										24	1	0	0	0	25			0305-0483			WOS:000346548700001		
J	Karray, Salma					Karray, Salma/0000-0002-7094-7342			Cooperative promotions in the distribution channel								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				49	58		10.1016/j.omega.2014.07.009					MAR 2015	2015										21	3	0	0	0	24			0305-0483			WOS:000346548700006		
J	Tueselmann, Heinz; Sinkovics, Rudolf R.; Pishchulov, Grigory				Sinkovics, Rudolf R./F-4092-2010; Pishchulov, Grigory/M-9405-2016	Sinkovics, Rudolf R./0000-0002-4471-5054; Pishchulov, Grigory/0000-0001-8787-1869			Towards a consolidation of worldwide journal rankings - A classification using random forests and aggregate rating via data envelopment analysis								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				11	23		10.1016/j.omega.2014.08.002					MAR 2015	2015										18	0	0	4	0	18			0305-0483			WOS:000346548700002		
J	Arabi, Behrouz; Munisamy, Susila; Emrouznejad, Ali				Emrouznejad, Ali/C-6707-2018; Munisamy, Susila/B-9878-2010	Emrouznejad, Ali/0000-0001-8094-4244; Munisamy, Susila/0000-0002-5926-3329; Arabi, Behrouz/0000-0002-1041-4800			A new slacks-based measure of Malmquist-Luenberger index in the presence of undesirable outputs								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				29	37		10.1016/j.omega.2014.08.006					MAR 2015	2015										29	0	0	2	0	29			0305-0483			WOS:000346548700004		
J	Gonzalez, Eduardo; Carcaba, Ana; Ventura, Juan				Carcaba, Ana/O-1687-2015	Carcaba, Ana/0000-0001-7487-0031			How car dealers adjust prices to reach the product efficiency frontier in the Spanish automobile market								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				38	48		10.1016/j.omega.2014.08.005					MAR 2015	2015										8	0	0	0	0	8			0305-0483			WOS:000346548700005		
J	Choudhary, Devendra; Shankar, Ravi				Choudhary, Devendra/B-3343-2014	Choudhary, Devendra/0000-0003-2390-1437			The value of VMI beyond information sharing in a single supplier multiple retailers supply chain under a non-stationary (R-n, S-n) policy								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				59	70		10.1016/j.omega.2014.09.004					MAR 2015	2015										15	0	0	0	0	15			0305-0483			WOS:000346548700007		
J	Fang, Lei								Centralized resource allocation based on efficiency analysis for step-by-step improvement paths								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				24	28		10.1016/j.omega.2014.09.003					MAR 2015	2015										31	1	0	0	0	32			0305-0483			WOS:000346548700003		
J	Xu, He; Zuo, Xiaolu; Liu, Zhixue								Configuration of flexibility strategies under supply uncertainty								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				71	82		10.1016/j.omega.2014.09.001					MAR 2015	2015										1	1	0	0	0	2			0305-0483			WOS:000346548700008		
J	Sun, Bingzhen; Ma, Weimin								An approach to consensus measurement of linguistic preference relations in multi-attribute group decision making and application								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				83	92		10.1016/j.omega.2014.09.006					MAR 2015	2015										57	4	0	4	0	61			0305-0483			WOS:000346548700009		
J	Qian, Fubin; Strusevich, Vitaly; Gribkovskaia, Irina; Halskau, Oyvind					Gribkovskaia, Irina/0000-0002-0078-3426			Minimization of passenger takeoff and landing risk in offshore helicopter transportation: Models, approaches and analysis								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				93	106		10.1016/j.omega.2014.09.002					MAR 2015	2015										7	0	0	0	0	7			0305-0483			WOS:000346548700010		
J	Yoo, Seung Ho; Shin, Hojung; Park, Myung-Sub					Shin, Hojung/0000-0003-0272-6713			New product development and the effect of supplier involvement								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				107	120		10.1016/j.omega.2014.09.005					MAR 2015	2015										14	1	0	0	2	17			0305-0483			WOS:000346548700011		
J	Kao, Chiang								Efficiency measurement for hierarchical network systems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				121	127		10.1016/j.omega.2014.09.008					MAR 2015	2015										12	1	0	0	0	13			0305-0483			WOS:000346548700012		
J	Lim, Dong-Joon; Anderson, Timothy R.; Shott, Tom								Technological forecasting of supercomputer development: The March to Exascale computing								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				51				128	135		10.1016/j.omega.2014.09.009					MAR 2015	2015										8	0	0	0	0	8			0305-0483			WOS:000346548700013		
J	Basu, Sumanta; Chakraborty, Soumyakanti; Sharma, Megha					Basu, Sumanta/0000-0001-6417-3259			Pricing cloud services-the impact of broadband quality								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				96	114		10.1016/j.omega.2014.07.006					JAN 2015	2015										16	0	0	0	0	16			0305-0483			WOS:000345479100008		
J	Fallah-Fini, Saeideh; Triantis, Konstantinos; Rahmandad, Hazhir; de la Garza, Jesus M.				Rahmandad, Hazhir/B-4474-2013	Rahmandad, Hazhir/0000-0002-2784-9042			Measuring dynamic efficiency of highway maintenance operations								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				18	28		10.1016/j.omega.2014.07.001					JAN 2015	2015										7	0	0	0	0	7			0305-0483			WOS:000345479100002		
J	Assid, M.; Gharbi, A.; Dhouib, K.								Joint production and subcontracting planning of unreliable multi-facility multi-product production systems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				54	69		10.1016/j.omega.2014.07.007					JAN 2015	2015										7	0	0	0	0	7			0305-0483			WOS:000345479100005		
J	Narciso, Mercedes E.; Piera, Miguel A.				Piera, Miquel Angel/L-4747-2014	Piera, Miquel Angel/0000-0002-7227-7944; Narciso Farias, Mercedes Elizabeth/0000-0002-0719-2899			Robust gate assignment procedures from an airport management perspective								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				82	95		10.1016/j.omega.2014.06.003					JAN 2015	2015										18	0	0	0	0	18			0305-0483			WOS:000345479100007		
J	Rossi, Roberto; Kilic, Onur A.; Tarim, S. Armagan				Rossi, Roberto/B-4397-2010; Tarim, S. Armagan/B-4414-2010	Rossi, Roberto/0000-0001-7247-1010; Tarim, S. Armagan/0000-0001-5601-3968			Piecewise linear approximations for the static-dynamic uncertainty strategy in stochastic lot-sizing								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				126	140		10.1016/j.omega.2014.08.003					JAN 2015	2015										11	0	0	0	0	11			0305-0483			WOS:000345479100010		
J	Khatibi, Arash; King, Douglas M.; Jacobson, Sheldon H.					Jacobson, Sheldon/0000-0002-9042-8750			Modeling the winning seed distribution of the NCAA Division I men's basketball tournament								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				141	148		10.1016/j.omega.2014.08.004					JAN 2015	2015										2	0	0	0	0	2			0305-0483			WOS:000345479100011		
J	Li, Gang; Jiang, Hongxun; He, Tian								A genetic algorithm-based decomposition approach to solve an integrated equipment-workforce-service planning problem								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				1	17		10.1016/j.omega.2014.07.003					JAN 2015	2015										6	0	0	0	0	6			0305-0483			WOS:000345479100001		
J	Kang, Liujiang; Wu, Jianjun; Sun, Huijun; Zhu, Xiaoning; Wang, Bo								A practical model for last train rescheduling with train delay in urban railway transit networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				29	42		10.1016/j.omega.2014.07.005					JAN 2015	2015										45	2	0	0	0	47			0305-0483			WOS:000345479100003		
J	Hu, Qian; Lim, Andrew; Zhu, Wenbin				Lim, Andrew/A-8597-2010	Lim, Andrew/0000-0003-0510-8080; Hu, Qian/0000-0001-8514-0595			The two-dimensional vector packing problem with piecewise linear cost function								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				43	53		10.1016/j.omega.2014.07.004					JAN 2015	2015										5	0	0	0	0	5			0305-0483			WOS:000345479100004		
J	Guan, Xu; Ma, Shihua; Yin, Zhe								The impact of hybrid push-pull contract in a decentralized assembly system								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				70	81		10.1016/j.omega.2014.07.008					JAN 2015	2015										8	1	0	0	0	9			0305-0483			WOS:000345479100006		
J	Li, Tian; Zhang, Hongtao								Information sharing in a supply chain with a make-to-stock manufacturer								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				50				115	125		10.1016/j.omega.2014.08.001					JAN 2015	2015										28	3	0	0	0	30			0305-0483			WOS:000345479100009		
J	Lorentziadis, Panos L.					Lorentziadis, Panos/0000-0002-9115-6726			Bidding under auctioneer default risk								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				123	133		10.1016/j.omega.2014.05.005					DEC 2014	2014										2	0	0	0	0	2			0305-0483			WOS:000342248200011		
J	Bilbao-Terol, Amelia; Arenas-Parra, Mar; Canal-Fernandez, Veronica; Antomil-Ibias, Jose				Canal-Fernandez, Veronica/B-6570-2014; Bilbao-Terol, Amelia/B-6569-2014; ARENAS-PARRA, MAR/B-7768-2009	Canal-Fernandez, Veronica/0000-0002-3477-4595; Bilbao-Terol, Amelia/0000-0002-5634-1010; ARENAS-PARRA, MAR/0000-0002-7890-9287			Using TOPSIS for assessing the sustainability of government bond funds								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				1	17		10.1016/j.omega.2014.04.005					DEC 2014	2014										45	2	0	1	2	49			0305-0483			WOS:000342248200001		
J	Jessop, Alan								IMP: A decision aid for multiattribute evaluation using imprecise weight estimates								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				18	29		10.1016/j.omega.2014.05.001					DEC 2014	2014										11	0	0	0	0	11			0305-0483			WOS:000342248200002		
J	Calvete, Herminia I.; Gale, Carmen; Iranzo, Jose A.				Gale, Carmen/F-3129-2016; Calvete, Herminia/K-6483-2014	Gale, Carmen/0000-0002-5630-3719; Calvete, Herminia/0000-0001-7603-9380			Planning of a decentralized distribution network using bilevel optimization								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				30	41		10.1016/j.omega.2014.05.004					DEC 2014	2014										15	2	0	1	0	17			0305-0483			WOS:000342248200003		
J	Aguezzoul, Aicha					Aguezzoul, Aicha/0000-0001-6990-0697			Third-party logistics selection problem: A literature review on criteria and methods								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				69	78		10.1016/j.omega.2014.05.009					DEC 2014	2014										84	3	0	3	3	89			0305-0483			WOS:000342248200007		
J	de Matta, Renato E.; Lowe, Timothy J.; Zhang, Dengfeng								Consignment or wholesale: Retailer and supplier preferences and incentives for compromise								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				93	106		10.1016/j.omega.2014.05.011					DEC 2014	2014										14	0	0	0	0	14			0305-0483			WOS:000342248200009		
J	Colin, Jeroen; Vanhoucke, Mario				Vanhoucke, Mario/D-8647-2015	Vanhoucke, Mario/0000-0001-6702-3563			Setting tolerance limits for statistical project control using earned value management								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				107	122		10.1016/j.omega.2014.06.001					DEC 2014	2014										27	0	0	1	0	27			0305-0483			WOS:000342248200010		
J	Zhou, Yuan; Xie, Jinxing					Xie, Jinxing/0000-0002-9269-6468			Potentially self-defeating: Group buying in a two-tier supply chain								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				42	52		10.1016/j.omega.2014.05.003					DEC 2014	2014										17	5	0	0	0	22			0305-0483			WOS:000342248200004		
J	Ahn, Byeong Seok; Park, Haechurl				Ahn, Byeong Seok/D-3699-2013				Establishing dominance between strategies with interval judgments of state probabilities								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				53	59		10.1016/j.omega.2014.05.007					DEC 2014	2014										4	0	0	0	0	4			0305-0483			WOS:000342248200005		
J	Gao, Deng; Zhao, Xiaobo; Geng, Wei				Geng, Wei/M-4530-2019				A delay-in-payment contract for Pareto improvement of a supply chain with stochastic demand								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				60	68		10.1016/j.omega.2014.05.008					DEC 2014	2014										16	3	0	0	0	19			0305-0483			WOS:000342248200006		
J	Liao, Yi; Shen, Wenjing; Hu, Xinxin; Yang, Shilei								Optimal responses to stockouts: Lateral transshipment versus emergency order policies								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				79	92		10.1016/j.omega.2014.05.010					DEC 2014	2014										8	0	0	0	0	8			0305-0483			WOS:000342248200008		
J	Li, Sheng-Tun; Chou, Wei-Chien								Power planning in ICT infrastructure: A multi-criteria operational performance evaluation approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				49				134	148		10.1016/j.omega.2014.05.006					DEC 2014	2014										8	0	0	0	0	8			0305-0483			WOS:000342248200012		
J	Halme, Merja; Korhonen, Pekka; Eskelinen, Juha								Non-convex value efficiency analysis and its application to bank branch sales evaluation								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				10	18		10.1016/j.omega.2014.04.002					OCT 2014	2014										6	0	0	0	0	6			0305-0483			WOS:000337983500002		
J	Hariga, Moncer; Gumus, Mehmet; Daghfous, Abdelkader								Storage constrained vendor managed inventory models with unequal shipment frequencies								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				94	106		10.1016/j.omega.2013.11.003					OCT 2014	2014										15	1	0	0	0	16			0305-0483			WOS:000337983500008		
J	Wei, Guiwu; Chen, Jian; Wang, Jiamin				Wei, Guiwu/M-4177-2015	Wei, Guiwu/0000-0001-9074-2005			Stochastic efficiency analysis with a reliability consideration								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				1	9		10.1016/j.omega.2014.04.001					OCT 2014	2014										19	0	0	0	0	19			0305-0483			WOS:000337983500001		
J	Nejad, Alireza Ebrahim; Niroomand, Iman; Kuzgunkaya, Onur								Responsive contingency planning in supply risk management by considering congestion effects								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				19	35		10.1016/j.omega.2014.03.002					OCT 2014	2014										11	1	0	0	0	12			0305-0483			WOS:000337983500003		
J	Park, Chanwoo; Lee, Youngho; Kim, Youngjin; Park, Gigyoung								An access network design problem with end-to-end QoS constraints								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				36	48		10.1016/j.omega.2014.02.006					OCT 2014	2014										3	0	0	0	0	3			0305-0483			WOS:000337983500004		
J	Huang, Chin-wei; Ho, Foo Nin; Chiu, Yung-ho				chiu, yung-ho/H-5231-2019				Measurement of tourist hotels' productive efficiency, occupancy, and catering service effectiveness using a modified two-stage DEA model in Taiwan								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				49	59		10.1016/j.omega.2014.02.005					OCT 2014	2014										33	1	0	0	0	34			0305-0483			WOS:000337983500005		
J	Pereira Ramos, Tania Rodrigues; Gomes, Maria Isabel; Barbosa-Povoa, Ana Paula				Gomes, Maria/B-1304-2011; Ramos, Tania/H-7992-2015	Gomes, Maria/0000-0003-2033-7367; Ramos, Tania/0000-0002-2321-2431; Barbosa-Povoa, Ana/0000-0001-6594-9653			Planning a sustainable reverse logistics system: Balancing costs with environmental and social concerns								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				60	74		10.1016/j.omega.2013.11.006					OCT 2014	2014										56	1	0	4	1	58			0305-0483			WOS:000337983500006		
J	Yang, Lixing; Zhou, Xuesong; Gao, Ziyou								Credibility-based rescheduling model in a double-track railway network: a fuzzy reliable optimization approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				48				75	93		10.1016/j.omega.2013.11.004					OCT 2014	2014										48	3	0	1	0	51			0305-0483			WOS:000337983500007		
J	Santos, Sergio P.; Amado, Carla A. F.				Amado, Carla/A-9854-2011; Santos, Sergio/A-9695-2011	Amado, Carla/0000-0001-6944-5129; Santos, Sergio/0000-0001-9811-3799			On the need for reform of the Portuguese judicial system - Does Data Envelopment Analysis assessment support it?								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				1	16		10.1016/j.omega.2014.02.007					SEP 2014	2014										13	0	0	0	1	14			0305-0483			WOS:000336704800001		
J	Faere, Rolf; Karagiannis, Giannis								Benefit-of-the-doubt aggregation and the diet problem								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				33	35		10.1016/j.omega.2014.03.001					SEP 2014	2014										4	0	0	0	0	4			0305-0483			WOS:000336704800003		
J	Ishizaka, Alessio; Nemery, Philippe					Ishizaka, Alessio/0000-0002-2531-292X			Assigning machines to incomparable maintenance strategies with ELECTRE-SORT								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				45	59		10.1016/j.omega.2014.03.006					SEP 2014	2014										19	0	0	0	1	20			0305-0483			WOS:000336704800005		
J	Longinidis, Pantelis; Georgiadis, Michael C.				Longinidis, Pantelis/F-7953-2013; Georgiadis, Michael C/A-4472-2013	Georgiadis, Michael C/0000-0002-2016-5131			Integration of sale and leaseback in the optimal design of supply chain networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				73	89		10.1016/j.omega.2013.08.004					SEP 2014	2014										10	1	0	0	0	11			0305-0483			WOS:000336704800007		
J	Malaguti, Enrico; Medina Duran, Rosa; Toth, Paolo								Approaches to real world two-dimensional cutting problems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				99	115		10.1016/j.omega.2013.08.007					SEP 2014	2014										14	0	0	0	1	14			0305-0483			WOS:000336704800009		
J	Rana, Rupal; Oliveira, Fernando S.								Real-time dynamic pricing in a non-stationary environment using model-free reinforcement learning								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				116	126		10.1016/j.omega.2013.10.004					SEP 2014	2014										9	0	0	0	1	10			0305-0483			WOS:000336704800010		
J	Jain, Vipul; Panchal, Gajanan B.; Kumar, Sameer					Jain, Vipul/0000-0002-4421-5535			Universal supplier selection via multi-dimensional auction mechanisms for two-way competition in oligopoly market of supply chain								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				127	137		10.1016/j.omega.2013.10.005					SEP 2014	2014										10	0	0	0	0	10			0305-0483			WOS:000336704800011		
J	Liu, Ran; Xie, Xiaolan; Garaix, Thierry				Garaix, Thierry/D-3286-2014	Garaix, Thierry/0000-0001-7760-250X			Hybridization of tabu search with feasible and infeasible local searches for periodic home health care logistics								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				17	32		10.1016/j.omega.2014.03.003					SEP 2014	2014										32	0	0	0	0	32			0305-0483			WOS:000336704800002		
J	Silva Portela, Maria Conceicao A.; Thanassoulis, Emmanuel					Thanassoulis, Emmanuel/0000-0002-3769-5374; Portela, Maria/0000-0002-3525-2393			Economic efficiency when prices are not fixed: disentangling quantity and price efficiency								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				36	44		10.1016/j.omega.2014.03.005					SEP 2014	2014										8	0	0	0	0	8			0305-0483			WOS:000336704800004		
J	Stalhane, Magnus; Andersson, Henrik; Christiansen, Marielle; Fagerholt, Kjetil					Andersson, Henrik/0000-0002-0312-8072			Vendor managed inventory in tramp shipping								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				60	72		10.1016/j.omega.2014.03.004					SEP 2014	2014										14	0	0	0	0	14			0305-0483			WOS:000336704800006		
J	Kao, Chiang; Liu, Shiang-Tai								Multi-period efficiency measurement in data envelopment analysis: The case of Taiwanese commercial banks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				47				90	98		10.1016/j.omega.2013.09.001					SEP 2014	2014										54	0	0	0	1	54			0305-0483			WOS:000336704800008		
J	Arbib, Claudio; Marinelli, Fabrizio				Marinelli, Fabrizio/S-3037-2016	Marinelli, Fabrizio/0000-0003-0405-3110; Arbib, Claudio/0000-0002-0866-3795			On cutting stock with due dates								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				46				11	20		10.1016/j.omega.2014.01.004					JUL 2014	2014										11	0	0	0	0	11			0305-0483			WOS:000335102700002		
J	Ponsignon, Thomas; Moench, Lars					Ponsignon, Thomas/0000-0002-1727-0424			Simulation-based performance assessment of master planning approaches in semiconductor manufacturing								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				46				21	35		10.1016/j.omega.2014.01.005					JUL 2014	2014										24	0	0	0	0	24			0305-0483			WOS:000335102700003		
J	Katsifou, Argyro; Seifert, Ralf W.; Tancrez, Jean-Sebastien								Joint product assortment, inventory and price optimization to attract loyal and non-loyal customers								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				46				36	50		10.1016/j.omega.2014.02.002					JUL 2014	2014										13	0	0	1	1	13			0305-0483			WOS:000335102700004		
